,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
470,413,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-549,4998,280,829,413,Isaac Hayden,44,MID,Man City,Newcastle,Newcastle
471,414,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-511,5581,343,854,414,Jeff Hendrick,44,MID,Man City,Newcastle,Newcastle
472,415,16,Man City,2,False,2023-08-19T19:00:00Z,1,0,2,65,0,0,0,1,0,0,0,0,0,0,0,7,0.6,1.8,2.0,0.4,1,0.00,0.02,0.02,0.81,76,433540,2258271,508318,74778,415,Alexander Isak,77,FWD,Man City,Newcastle,Newcastle
473,416,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,56,0,0,0,1,0,0,0,1,0,0,0,1,7.8,22.5,9.0,3.9,1,0.04,0.03,0.07,0.52,60,-10185,97508,5021,15206,416,Joelinton Cássio Apolinário de Lira,59,MID,Man City,Newcastle,Newcastle
474,417,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-430,1239,32,462,417,Emil Krafth,44,DEF,Man City,Newcastle,Newcastle
475,418,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-310,630,0,310,418,Garang Kuol,45,MID,Man City,Newcastle,Newcastle
476,419,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2799,38919,1620,4419,419,Jamaal Lascelles,40,DEF,Man City,Newcastle,Newcastle
477,420,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-337,1095,0,337,420,Jamal Lewis,40,DEF,Man City,Newcastle,Newcastle
478,421,16,Man City,1,False,2023-08-19T19:00:00Z,1,0,2,33,0,0,0,0,0,0,0,0,0,0,0,2,7.2,0.4,0.0,0.8,0,0.00,0.00,0.00,0.56,50,-2955,18338,235,3190,421,Sean Longstaff,49,MID,Man City,Newcastle,Newcastle
479,422,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1201,4344,102,1303,422,Javier Manquillo Gaitán,40,DEF,Man City,Newcastle,Newcastle
480,423,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,11,22456,2939,2928,423,Jacob Murphy,49,MID,Man City,Newcastle,Newcastle
481,424,16,Man City,3,False,2023-08-19T19:00:00Z,1,0,2,90,0,0,0,1,0,0,0,0,0,3,0,14,28.8,0.0,0.0,2.9,1,0.00,0.00,0.00,1.09,55,-50380,992891,21194,71574,424,Nick Pope,55,GKP,Man City,Newcastle,Newcastle
482,425,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1610,15809,940,2550,425,Matt Ritchie,44,MID,Man City,Newcastle,Newcastle
483,426,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-3395,4618,0,3395,426,Allan Saint-Maximin,60,MID,Man City,Newcastle,Newcastle
484,427,16,Man City,2,False,2023-08-19T19:00:00Z,1,0,2,90,0,0,0,1,0,0,0,0,0,0,0,11,27.4,1.2,4.0,3.3,1,0.00,0.01,0.01,1.09,50,-6814,206582,10991,17805,427,Fabian Schär,50,DEF,Man City,Newcastle,Newcastle
485,428,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2334,15903,302,2636,428,Matt Targett,44,DEF,Man City,Newcastle,Newcastle
486,429,16,Man City,1,False,2023-08-19T19:00:00Z,1,0,2,66,0,0,0,1,0,0,0,1,0,0,0,6,2.4,1.7,0.0,0.4,1,0.00,0.01,0.01,0.81,55,88987,315239,106532,17545,429,Sandro Tonali,55,MID,Man City,Newcastle,Newcastle
487,430,16,Man City,2,False,2023-08-19T19:00:00Z,1,0,2,90,0,0,0,1,0,0,0,0,0,0,0,19,27.6,19.5,2.0,4.9,1,0.00,0.07,0.07,1.09,65,-96548,2916692,78901,175449,430,Kieran Trippier,65,DEF,Man City,Newcastle,Newcastle
488,431,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2598,10797,0,2598,431,Kell Watts,40,DEF,Man City,Newcastle,Newcastle
489,432,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-8102,15817,62,8164,432,Joe Willock,54,MID,Man City,Newcastle,Newcastle
490,433,16,Man City,1,False,2023-08-19T19:00:00Z,1,0,2,24,0,0,0,0,0,0,0,0,0,0,0,3,3.0,11.3,0.0,1.4,0,0.00,0.00,0.00,0.28,80,-104732,725447,26713,131445,433,Callum Wilson,79,FWD,Man City,Newcastle,Newcastle
491,580,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-906,24112,773,1679,580,Loris Karius,40,GKP,Man City,Newcastle,Newcastle
492,581,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1196,14628,549,1745,581,Paul Dummett,40,DEF,Man City,Newcastle,Newcastle
493,603,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,34,0,0,0,0,0,0,0,1,0,0,0,-1,1.2,1.7,7.0,1.0,0,0.03,0.01,0.04,0.56,65,107820,441048,133992,26172,603,Harvey Barnes,65,MID,Man City,Newcastle,Newcastle
494,633,16,Man City,1,False,2023-08-19T19:00:00Z,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.28,45,-1578,22258,1286,2864,633,Tino Livramento,45,DEF,Man City,Newcastle,Newcastle
495,634,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,2039,33013,5567,3528,634,Alex Murphy,40,DEF,Man City,Newcastle,Newcastle
496,635,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-111,2332,223,334,635,Lewis Miley,45,MID,Man City,Newcastle,Newcastle
497,28,17,Sheffield Utd,2,True,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,2,0,13,16.4,0.0,0.0,1.6,1,0.00,0.00,0.00,0.51,40,79630,1351022,94815,15185,28,Matt Turner,40,GKP,Nott'm Forest,Sheffield Utd,Nott'm Forest
498,186,19,West Ham,0,False,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1307,12850,760,2067,186,Andrey Nascimento dos Santos,44,MID,West Ham,Chelsea,Nott'm Forest
499,378,17,Sheffield Utd,1,True,2023-08-18T18:45:00Z,2,1,2,21,0,0,0,0,0,0,0,0,0,0,0,3,1.4,0.5,4.0,0.6,0,0.03,0.00,0.03,0.27,50,26023,90812,32962,6939,378,Anthony Elanga,50,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
500,434,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-443,1074,0,443,434,Brandon Aguilera Zamora,45,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
501,435,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-440,7577,472,912,435,Harry Arter,44,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
502,436,17,Sheffield Utd,10,True,2023-08-18T18:45:00Z,2,1,2,90,0,2,0,1,0,0,0,1,0,0,3,34,51.8,33.3,10.0,9.5,1,0.01,0.25,0.26,0.51,45,13358,59014,17832,4474,436,Serge Aurier,45,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
503,437,17,Sheffield Utd,7,True,2023-08-18T18:45:00Z,2,1,2,83,1,0,0,1,0,0,0,0,0,0,1,29,38.6,21.8,21.0,8.1,1,0.31,0.02,0.33,0.51,65,49631,114885,57163,7532,437,Taiwo Awoniyi,65,FWD,Nott'm Forest,Sheffield Utd,Nott'm Forest
504,438,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-766,11724,442,1208,438,Giulian Biancone,40,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
505,439,17,Sheffield Utd,1,True,2023-08-18T18:45:00Z,2,1,2,68,0,0,0,1,0,0,0,1,0,0,0,4,13.4,0.2,39.0,5.3,1,0.38,0.00,0.38,0.24,45,4510,17389,6253,1743,439,Willy Boly,45,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
506,440,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-137,410,0,137,440,Josh Bowler,45,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
507,441,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1188,2109,0,1188,441,Steve Cook,45,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
508,442,17,Sheffield Utd,2,True,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,7.2,23.6,3.0,3.4,1,0.09,0.07,0.16,0.51,55,-100,13047,1437,1537,442,Danilo dos Santos de Oliveira,54,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
509,443,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-7358,49007,2522,9880,443,Emmanuel Dennis,49,FWD,Nott'm Forest,Sheffield Utd,Nott'm Forest
510,444,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1014,13429,397,1411,444,Mohamed Dräger,40,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
511,445,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1006,2396,47,1053,445,Felipe Augusto de Almeida Monteiro,44,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
512,446,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-390,2439,46,436,446,Remo Freuler,49,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
513,447,17,Sheffield Utd,2,True,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,12,17.8,65.2,10.0,9.3,1,0.06,0.39,0.45,0.51,60,7090,236932,27763,20673,447,Morgan Gibbs-White,59,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
514,448,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2896,26442,128,3024,448,Wayne Hennessey,40,GKP,Nott'm Forest,Sheffield Utd,Nott'm Forest
515,449,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1221,12439,547,1768,449,Ethan Horvath,45,GKP,Nott'm Forest,Sheffield Utd,Nott'm Forest
516,450,17,Sheffield Utd,2,True,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,6,1.6,2.8,19.0,2.3,1,0.05,0.01,0.06,0.51,60,3785,64462,9862,6077,450,Brennan Johnson,59,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
517,451,17,Sheffield Utd,1,True,2023-08-18T18:45:00Z,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.0,0.0,0.1,0,0.00,0.00,0.00,0.00,50,-292,2581,74,366,451,Cheikhou Kouyaté,49,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
518,452,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-230,614,0,230,452,Richie Laryea,45,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
519,453,17,Sheffield Utd,2,True,2023-08-18T18:45:00Z,2,1,2,68,0,0,0,1,0,0,0,0,0,0,0,5,9.0,0.9,0.0,1.0,1,0.00,0.00,0.00,0.24,50,-164,2314,164,328,453,Orel Mangala,50,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
520,454,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-840,10364,251,1091,454,Loïc Mbe Soh,40,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
521,455,17,Sheffield Utd,2,True,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,12,17.2,0.8,7.0,2.5,1,0.19,0.01,0.20,0.51,45,777,9642,1756,979,455,Scott McKenna,45,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
522,456,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-313,3337,183,496,456,Alex Mighten,44,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
523,457,17,Sheffield Utd,1,True,2023-08-18T18:45:00Z,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.00,45,-104,3007,244,348,457,Moussa Niakhaté,45,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
524,458,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-238,1520,25,263,458,Lewis O'Brien,49,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
525,459,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-144,425,0,144,459,Braian Ojeda Rodríguez,45,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
526,460,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-815,13091,352,1167,460,Jonathan Panzo,40,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
527,461,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1035,4646,46,1081,461,Omar Richards,44,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
528,462,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-728,5831,258,986,462,Gustavo Henrique Furtado Scarpa,45,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
529,463,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-475,3276,80,555,463,Jonjo Shelvey,49,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
530,464,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7793,31728,0,7793,464,Sam Surridge,45,FWD,Nott'm Forest,Sheffield Utd,Nott'm Forest
531,465,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-633,4951,42,675,465,Harry Toffolo,44,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
532,466,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7834,120452,2712,10546,466,Hwang Ui-jo,44,FWD,Nott'm Forest,Sheffield Utd,Nott'm Forest
533,467,17,Sheffield Utd,2,True,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,5,23.4,15.8,6.0,4.5,1,0.02,0.07,0.09,0.51,45,-235,25574,1754,1989,467,Neco Williams,45,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
534,468,17,Sheffield Utd,7,True,2023-08-18T18:45:00Z,2,1,2,6,1,0,0,0,0,0,0,0,0,0,2,30,33.0,0.5,17.0,5.1,0,0.12,0.01,0.13,0.00,50,-5014,49924,2526,7540,468,Chris Wood,50,FWD,Nott'm Forest,Sheffield Utd,Nott'm Forest
535,469,17,Sheffield Utd,2,True,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,18,14.8,21.1,12.0,4.8,1,0.10,0.31,0.41,0.51,45,142,8283,1113,971,469,Joe Worrall,45,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
536,470,17,Sheffield Utd,1,True,2023-08-18T18:45:00Z,2,1,2,21,0,0,0,0,0,0,0,0,0,0,0,6,6.0,1.3,0.0,0.7,0,0.00,0.01,0.01,0.27,50,-165,3843,292,457,470,Ryan Yates,49,MID,Nott'm Forest,Sheffield Utd,Nott'm Forest
537,604,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,2329,14544,3926,1597,604,Olu Aina,45,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
538,636,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,13,4413,307,294,636,George Shelvey,40,GKP,Nott'm Forest,Sheffield Utd,Nott'm Forest
539,637,17,Sheffield Utd,0,True,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,73,8807,713,640,637,Josh Powell,40,DEF,Nott'm Forest,Sheffield Utd,Nott'm Forest
540,27,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-233,97745,6469,6702,27,Auston Trusty,40,DEF,Nott'm Forest,Sheffield Utd,Sheffield Utd
541,33,11,Everton,0,True,2023-08-20T13:00:00Z,4,0,2,5,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,4.3,0.0,0.3,0,0.00,0.00,0.00,0.00,45,-29340,525180,13933,43273,33,Cameron Archer,45,FWD,Aston Villa,Everton,Sheffield Utd
542,471,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,17,18.8,2.0,7.0,2.8,1,0.07,0.00,0.07,1.36,45,-1431,39688,1764,3195,471,Anel Ahmedhodžić,45,DEF,Nott'm Forest,Sheffield Utd,Sheffield Utd
543,472,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-923,31612,891,1814,472,Jordan Amissah,40,GKP,Nott'm Forest,Sheffield Utd,Sheffield Utd
544,473,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,63580,1408388,100654,37074,473,George Baldock,40,DEF,Nott'm Forest,Sheffield Utd,Sheffield Utd
545,474,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,32,0,0,0,1,0,0,0,0,0,0,0,6,15.8,1.3,4.0,2.1,0,0.00,0.00,0.00,0.55,40,8770,52199,12509,3739,474,Chris Basham,40,DEF,Nott'm Forest,Sheffield Utd,Sheffield Utd
546,476,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-366,1753,102,468,476,Jayden Bogle,45,DEF,Nott'm Forest,Sheffield Utd,Sheffield Utd
547,477,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1655,5729,158,1813,477,Rhian Brewster,49,FWD,Nott'm Forest,Sheffield Utd,Sheffield Utd
548,478,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-738,3261,76,814,478,Ismaila Coulibaly,44,MID,Nott'm Forest,Sheffield Utd,Sheffield Utd
549,479,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-390,18946,719,1109,479,Adam Davies,40,GKP,Nott'm Forest,Sheffield Utd,Sheffield Utd
550,480,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,13,13.0,0.4,4.0,1.7,1,0.00,0.00,0.00,1.36,45,379,15287,1391,1012,480,John Egan,45,DEF,Nott'm Forest,Sheffield Utd,Sheffield Utd
551,481,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-231,798,27,258,481,John Fleck,49,MID,Nott'm Forest,Sheffield Utd,Sheffield Utd
552,482,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,2,0,15,17.6,0.0,0.0,1.8,1,0.00,0.00,0.00,1.36,45,3764,31523,5726,1962,482,Wes Foderingham,45,GKP,Nott'm Forest,Sheffield Utd,Sheffield Utd
553,483,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-393,1682,39,432,483,Daniel Jebbison,49,FWD,Nott'm Forest,Sheffield Utd,Sheffield Utd
554,484,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,45,0,0,0,1,0,0,0,0,0,0,0,1,2.2,0.1,2.0,0.4,1,0.00,0.00,0.00,0.82,45,-92,8109,616,708,484,Max Lowe,45,DEF,Nott'm Forest,Sheffield Utd,Sheffield Utd
555,485,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1074,4078,155,1229,485,Oliver McBurnie,54,FWD,Nott'm Forest,Sheffield Utd,Sheffield Utd
556,486,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1240,1827,0,1240,486,Iliman Ndiaye,55,FWD,Nott'm Forest,Sheffield Utd,Sheffield Utd
557,487,17,Nott'm Forest,0,False,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-795,5768,168,963,487,Rhys Norrington-Davies,40,DEF,Nott'm Forest,Sheffield Utd,Sheffield Utd
558,488,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,1,0,0,0,15,15.6,11.1,2.0,2.9,1,0.00,0.19,0.19,1.36,50,520,3404,925,405,488,Oliver Norwood,50,MID,Nott'm Forest,Sheffield Utd,Sheffield Utd
559,489,17,Nott'm Forest,1,False,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,1,0,0,0,8,11.0,7.4,0.0,1.8,1,0.00,0.09,0.09,1.36,50,-40,2940,373,413,489,Ben Osborn,49,MID,Nott'm Forest,Sheffield Utd,Sheffield Utd
